Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,41.799200% to 58.00%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
1.40800e-04,0.194,0.198
1.40960e-04,0.194,0.19
1.41120e-04,0.194,0.198
1.41280e-04,0.194,0.19
1.41440e-04,0.19,0.198
1.41600e-04,0.19,0.186
1.41760e-04,0.19,0.194
1.41920e-04,0.19,0.186
1.42080e-04,0.194,0.194
1.42240e-04,0.19,0.186
1.42400e-04,0.194,0.194
1.42560e-04,0.194,0.186
1.42720e-04,0.194,0.194
1.42880e-04,0.194,0.19
1.43040e-04,0.198,0.194
1.43200e-04,0.198,0.19
1.43360e-04,0.198,0.198
1.43520e-04,0.202,0.194
1.43680e-04,0.198,0.202
1.43840e-04,0.202,0.194
1.44000e-04,0.202,0.202
1.44160e-04,0.198,0.198
1.44320e-04,0.194,0.206
1.44480e-04,0.194,0.194
1.44640e-04,0.194,0.206
1.44800e-04,0.194,0.19
1.44960e-04,0.19,0.198
1.45120e-04,0.194,0.19
1.45280e-04,0.19,0.198
1.45440e-04,0.194,0.19
1.45600e-04,0.194,0.198
1.45760e-04,0.194,0.19
1.45920e-04,0.194,0.198
1.46080e-04,0.194,0.19
1.46240e-04,0.19,0.198
1.46400e-04,0.19,0.19
1.46560e-04,0.19,0.198
1.46720e-04,0.19,0.19
1.46880e-04,0.194,0.194
1.47040e-04,0.19,0.19
1.47200e-04,0.194,0.194
1.47360e-04,0.194,0.19
1.47520e-04,0.198,0.198
1.47680e-04,0.202,0.19
1.47840e-04,0.198,0.202
1.48000e-04,0.202,0.194
1.48160e-04,0.198,0.202
1.48320e-04,0.198,0.194
1.48480e-04,0.194,0.202
1.48640e-04,0.19,0.19
1.48800e-04,0.194,0.198
1.48960e-04,0.194,0.19
1.49120e-04,0.194,0.198
1.49280e-04,0.194,0.19
1.49440e-04,0.194,0.198
1.49600e-04,0.194,0.19
1.49760e-04,0.194,0.198
1.49920e-04,0.198,0.194
1.50080e-04,0.198,0.202
1.50240e-04,0.198,0.194
1.50400e-04,0.194,0.202
1.50560e-04,0.198,0.194
1.50720e-04,0.198,0.202
1.50880e-04,0.198,0.194
1.51040e-04,0.194,0.202
1.51200e-04,0.198,0.19
1.51360e-04,0.198,0.202
1.51520e-04,0.198,0.194
1.51680e-04,0.202,0.202
1.51840e-04,0.202,0.198
1.52000e-04,0.202,0.206
1.52160e-04,0.198,0.198
1.52320e-04,0.198,0.206
1.52480e-04,0.194,0.194
1.52640e-04,0.194,0.206
1.52800e-04,0.19,0.19
1.52960e-04,0.19,0.202
1.53120e-04,0.19,0.19
1.53280e-04,0.19,0.198
1.53440e-04,0.194,0.186
1.53600e-04,0.19,0.194
1.53760e-04,0.19,0.186
1.53920e-04,0.19,0.194
1.54080e-04,0.194,0.19
1.54240e-04,0.194,0.194
1.54400e-04,0.194,0.19
1.54560e-04,0.19,0.198
1.54720e-04,0.186,0.186
1.54880e-04,0.186,0.194
1.55040e-04,0.186,0.182
1.55200e-04,0.186,0.194
1.55360e-04,0.186,0.182
1.55520e-04,0.19,0.19
1.55680e-04,0.19,0.182
1.55840e-04,0.19,0.19
1.56000e-04,0.194,0.186
1.56160e-04,0.198,0.194
1.56320e-04,0.198,0.19
1.56480e-04,0.202,0.202
1.56640e-04,0.202,0.194
1.56800e-04,0.198,0.202
1.56960e-04,0.198,0.198
1.57120e-04,0.198,0.202
1.57280e-04,0.198,0.194
1.57440e-04,0.194,0.202
1.57600e-04,0.19,0.19
1.57760e-04,0.19,0.198
1.57920e-04,0.19,0.19
1.58080e-04,0.194,0.194
1.58240e-04,0.198,0.19
1.58400e-04,0.198,0.194
1.58560e-04,0.198,0.19
1.58720e-04,0.198,0.202
1.58880e-04,0.198,0.194
1.59040e-04,0.198,0.202
1.59200e-04,0.194,0.194
1.59360e-04,0.194,0.202
1.59520e-04,0.194,0.19
1.59680e-04,0.19,0.202
1.59840e-04,0.19,0.19
1.60000e-04,0.19,0.194
1.60160e-04,0.19,0.186
1.60320e-04,0.19,0.194
1.60480e-04,0.19,0.186
1.60640e-04,0.19,0.194
1.60800e-04,0.19,0.186
1.60960e-04,0.19,0.194
1.61120e-04,0.19,0.19
1.61280e-04,0.194,0.194
1.61440e-04,0.194,0.19
1.61600e-04,0.194,0.194
1.61760e-04,0.194,0.19
1.61920e-04,0.194,0.198
1.62080e-04,0.194,0.19
1.62240e-04,0.194,0.198
1.62400e-04,0.198,0.19
1.62560e-04,0.194,0.198
1.62720e-04,0.194,0.19
1.62880e-04,0.194,0.198
1.63040e-04,0.194,0.19
1.63200e-04,0.194,0.198
1.63360e-04,0.198,0.19
1.63520e-04,0.198,0.202
1.63680e-04,0.194,0.194
1.63840e-04,0.198,0.202
1.64000e-04,0.198,0.194
1.64160e-04,0.194,0.202
1.64320e-04,0.198,0.19
1.64480e-04,0.194,0.198
1.64640e-04,0.194,0.19
1.64800e-04,0.194,0.198
1.64960e-04,0.194,0.19
1.65120e-04,0.194,0.198
1.65280e-04,0.194,0.19
1.65440e-04,0.194,0.198
1.65600e-04,0.194,0.19
1.65760e-04,0.194,0.198
1.65920e-04,0.194,0.19
1.66080e-04,0.194,0.198
1.66240e-04,0.194,0.19
1.66400e-04,0.19,0.198
1.66560e-04,0.194,0.19
1.66720e-04,0.194,0.198
1.66880e-04,0.194,0.19
1.67040e-04,0.194,0.198
1.67200e-04,0.194,0.19
1.67360e-04,0.198,0.198
1.67520e-04,0.194,0.19
1.67680e-04,0.198,0.198
1.67840e-04,0.198,0.19
1.68000e-04,0.198,0.202
1.68160e-04,0.194,0.19
1.68320e-04,0.198,0.202
1.68480e-04,0.198,0.194
1.68640e-04,0.194,0.198
1.68800e-04,0.194,0.194
1.68960e-04,0.194,0.202
1.69120e-04,0.194,0.19
1.69280e-04,0.194,0.198
1.69440e-04,0.19,0.19
1.69600e-04,0.186,0.198
1.69760e-04,0.19,0.186
1.69920e-04,0.19,0.194
1.70080e-04,0.19,0.186
1.70240e-04,0.186,0.19
1.70400e-04,0.19,0.182
1.70560e-04,0.19,0.194
1.70720e-04,0.19,0.186
1.70880e-04,0.186,0.194
1.71040e-04,0.194,0.186
1.71200e-04,0.194,0.194
1.71360e-04,0.19,0.186
1.71520e-04,0.198,0.194
1.71680e-04,0.198,0.19
1.71840e-04,0.198,0.198
1.72000e-04,0.198,0.194
1.72160e-04,0.198,0.202
1.72320e-04,0.198,0.194
1.72480e-04,0.198,0.202
1.72640e-04,0.194,0.194
1.72800e-04,0.19,0.202
1.72960e-04,0.194,0.19
1.73120e-04,0.194,0.198
1.73280e-04,0.194,0.19
1.73440e-04,0.198,0.198
1.73600e-04,0.198,0.19
1.73760e-04,0.194,0.198
1.73920e-04,0.198,0.194
1.74080e-04,0.19,0.202
1.74240e-04,0.194,0.19
1.74400e-04,0.19,0.198
1.74560e-04,0.19,0.186
1.74720e-04,0.19,0.198
1.74880e-04,0.19,0.186
1.75040e-04,0.19,0.194
1.75200e-04,0.194,0.186
1.75360e-04,0.194,0.194
1.75520e-04,0.194,0.19
1.75680e-04,0.194,0.198
1.75840e-04,0.194,0.19
1.76000e-04,0.198,0.198
1.76160e-04,0.198,0.19
1.76320e-04,0.194,0.198
1.76480e-04,0.194,0.19
1.76640e-04,0.194,0.198
1.76800e-04,0.194,0.19
1.76960e-04,0.194,0.198
1.77120e-04,0.198,0.19
1.77280e-04,0.198,0.198
1.77440e-04,0.198,0.19
1.77600e-04,0.198,0.198
1.77760e-04,0.194,0.194
1.77920e-04,0.194,0.202
1.78080e-04,0.194,0.194
1.78240e-04,0.19,0.202
1.78400e-04,0.19,0.19
1.78560e-04,0.19,0.198
1.78720e-04,0.19,0.186
1.78880e-04,0.186,0.194
1.79040e-04,0.19,0.186
1.79200e-04,0.186,0.19
1.79360e-04,0.186,0.182
1.79520e-04,0.186,0.19
1.79680e-04,0.186,0.182
1.79840e-04,0.186,0.19
1.80000e-04,0.19,0.182
1.80160e-04,0.19,0.19
1.80320e-04,0.194,0.186
1.80480e-04,0.19,0.194
1.80640e-04,0.194,0.19
1.80800e-04,0.19,0.194
1.80960e-04,0.19,0.186
1.81120e-04,0.19,0.194
1.81280e-04,0.19,0.186
1.81440e-04,0.186,0.194
1.81600e-04,0.186,0.186
1.81760e-04,0.186,0.194
1.81920e-04,0.19,0.186
1.82080e-04,0.19,0.19
1.82240e-04,0.19,0.186
1.82400e-04,0.19,0.194
1.82560e-04,0.19,0.186
1.82720e-04,0.19,0.194
1.82880e-04,0.19,0.186
1.83040e-04,0.19,0.194
1.83200e-04,0.19,0.186
1.83360e-04,0.186,0.194
1.83520e-04,0.186,0.186
1.83680e-04,0.19,0.194
1.83840e-04,0.19,0.186
1.84000e-04,0.19,0.19
1.84160e-04,0.19,0.182
1.84320e-04,0.19,0.194
1.84480e-04,0.186,0.182
1.84640e-04,0.186,0.194
1.84800e-04,0.186,0.182
1.84960e-04,0.186,0.19
1.85120e-04,0.19,0.182
1.85280e-04,0.19,0.19
1.85440e-04,0.186,0.186
1.85600e-04,0.19,0.19
1.85760e-04,0.19,0.186
1.85920e-04,0.19,0.194
1.86080e-04,0.19,0.186
1.86240e-04,0.19,0.194
1.86400e-04,0.19,0.186
1.86560e-04,0.19,0.194
1.86720e-04,0.194,0.186
1.86880e-04,0.19,0.194
1.87040e-04,0.194,0.19
1.87200e-04,0.19,0.194
1.87360e-04,0.19,0.19
1.87520e-04,0.194,0.194
1.87680e-04,0.194,0.19
1.87840e-04,0.194,0.194
1.88000e-04,0.194,0.19
1.88160e-04,0.194,0.198
1.88320e-04,0.194,0.19
1.88480e-04,0.198,0.198
1.88640e-04,0.194,0.19
1.88800e-04,0.194,0.198
1.88960e-04,0.194,0.19
1.89120e-04,0.194,0.198
1.89280e-04,0.19,0.19
1.89440e-04,0.194,0.198
1.89600e-04,0.194,0.19
1.89760e-04,0.19,0.198
1.89920e-04,0.19,0.19
1.90080e-04,0.19,0.198
1.90240e-04,0.19,0.186
1.90400e-04,0.186,0.194
1.90560e-04,0.186,0.186
1.90720e-04,0.186,0.194
1.90880e-04,0.19,0.182
1.91040e-04,0.186,0.194
1.91200e-04,0.186,0.186
1.91360e-04,0.186,0.19
1.91520e-04,0.19,0.182
1.91680e-04,0.186,0.19
1.91840e-04,0.186,0.182
1.92000e-04,0.186,0.19
1.92160e-04,0.186,0.182
1.92320e-04,0.186,0.19
1.92480e-04,0.19,0.186
1.92640e-04,0.19,0.19
1.92800e-04,0.19,0.186
1.92960e-04,0.19,0.194
1.93120e-04,0.19,0.186
1.93280e-04,0.19,0.194
1.93440e-04,0.19,0.186
1.93600e-04,0.186,0.194
1.93760e-04,0.186,0.182
1.93920e-04,0.186,0.194
1.94080e-04,0.19,0.182
1.94240e-04,0.19,0.19
1.94400e-04,0.19,0.182
1.94560e-04,0.194,0.194
1.94720e-04,0.194,0.19
1.94880e-04,0.194,0.198
1.95040e-04,0.194,0.19
1.95200e-04,0.19,0.198
1.95360e-04,0.19,0.19
1.95520e-04,0.19,0.198
1.95680e-04,0.19,0.186
1.95840e-04,0.19,0.194
1.96000e-04,0.19,0.186
1.96160e-04,0.19,0.194
1.96320e-04,0.19,0.186
1.96480e-04,0.19,0.194
1.96640e-04,0.186,0.186
1.96800e-04,0.19,0.194
1.96960e-04,0.186,0.186
1.97120e-04,0.186,0.194
1.97280e-04,0.186,0.186
1.97440e-04,0.19,0.194
1.97600e-04,0.186,0.182
1.97760e-04,0.19,0.19
1.97920e-04,0.186,0.186
1.98080e-04,0.186,0.19
1.98240e-04,0.19,0.186
1.98400e-04,0.19,0.19
1.98560e-04,0.19,0.186
1.98720e-04,0.194,0.194
1.98880e-04,0.19,0.186
1.99040e-04,0.19,0.198
1.99200e-04,0.19,0.186
1.99360e-04,0.19,0.194
1.99520e-04,0.19,0.186
1.99680e-04,0.19,0.194
1.99840e-04,0.19,0.186
2.00000e-04,0.19,0.19
2.00160e-04,0.19,0.182
2.00320e-04,0.19,0.194
2.00480e-04,0.19,0.186
2.00640e-04,0.19,0.194
2.00800e-04,0.194,0.186
2.00960e-04,0.19,0.194
2.01120e-04,0.19,0.186
2.01280e-04,0.19,0.194
2.01440e-04,0.19,0.186
2.01600e-04,0.186,0.194
2.01760e-04,0.186,0.186
2.01920e-04,0.186,0.194
2.02080e-04,0.186,0.182
2.02240e-04,0.186,0.19
2.02400e-04,0.182,0.182
2.02560e-04,0.186,0.19
2.02720e-04,0.182,0.178
2.02880e-04,0.186,0.19
2.03040e-04,0.186,0.182
2.03200e-04,0.186,0.186
2.03360e-04,0.186,0.182
2.03520e-04,0.186,0.19
2.03680e-04,0.19,0.182
2.03840e-04,0.19,0.194
2.04000e-04,0.186,0.186
2.04160e-04,0.19,0.194
2.04320e-04,0.19,0.186
2.04480e-04,0.186,0.194
2.04640e-04,0.19,0.186
2.04800e-04,0.186,0.194
2.04960e-04,0.19,0.182
2.05120e-04,0.19,0.19
2.05280e-04,0.186,0.182
2.05440e-04,0.186,0.19
2.05600e-04,0.19,0.182
2.05760e-04,0.19,0.194
2.05920e-04,0.194,0.186
2.06080e-04,0.194,0.194
2.06240e-04,0.194,0.19
2.06400e-04,0.19,0.194
2.06560e-04,0.194,0.19
2.06720e-04,0.194,0.198
2.06880e-04,0.19,0.19
2.07040e-04,0.19,0.198
2.07200e-04,0.186,0.186
2.07360e-04,0.186,0.198
2.07520e-04,0.186,0.186
2.07680e-04,0.19,0.194
2.07840e-04,0.19,0.186
2.08000e-04,0.19,0.19
2.08160e-04,0.19,0.186
2.08320e-04,0.19,0.19
2.08480e-04,0.186,0.186
2.08640e-04,0.19,0.19
2.08800e-04,0.186,0.186
2.08960e-04,0.186,0.194
2.09120e-04,0.186,0.186
2.09280e-04,0.186,0.19
2.09440e-04,0.182,0.182
2.09600e-04,0.186,0.19
2.09760e-04,0.182,0.182
2.09920e-04,0.182,0.186
2.10080e-04,0.182,0.182
2.10240e-04,0.186,0.19
2.10400e-04,0.186,0.182
2.10560e-04,0.186,0.186
2.10720e-04,0.186,0.182
2.10880e-04,0.186,0.19
2.11040e-04,0.186,0.182
2.11200e-04,0.186,0.19
2.11360e-04,0.186,0.182
2.11520e-04,0.186,0.19
2.11680e-04,0.186,0.182
2.11840e-04,0.186,0.186
2.12000e-04,0.186,0.182
2.12160e-04,0.186,0.19
2.12320e-04,0.186,0.182
2.12480e-04,0.186,0.19
2.12640e-04,0.19,0.182
2.12800e-04,0.186,0.19
2.12960e-04,0.19,0.182
2.13120e-04,0.19,0.19
2.13280e-04,0.19,0.182
2.13440e-04,0.19,0.19
2.13600e-04,0.186,0.186
2.13760e-04,0.186,0.194
2.13920e-04,0.19,0.186
2.14080e-04,0.19,0.194
2.14240e-04,0.19,0.186
2.14400e-04,0.19,0.194
2.14560e-04,0.19,0.186
2.14720e-04,0.19,0.19
2.14880e-04,0.186,0.186
2.15040e-04,0.186,0.194
2.15200e-04,0.186,0.182
2.15360e-04,0.186,0.19
2.15520e-04,0.186,0.182
2.15680e-04,0.19,0.19
2.15840e-04,0.19,0.182
2.16000e-04,0.19,0.19
2.16160e-04,0.19,0.186
2.16320e-04,0.186,0.194
2.16480e-04,0.186,0.186
2.16640e-04,0.182,0.194
2.16800e-04,0.182,0.182
2.16960e-04,0.182,0.19
2.17120e-04,0.186,0.178
2.17280e-04,0.186,0.19
2.17440e-04,0.186,0.182
2.17600e-04,0.182,0.19
2.17760e-04,0.186,0.182
2.17920e-04,0.182,0.19
2.18080e-04,0.182,0.182
2.18240e-04,0.182,0.186
2.18400e-04,0.182,0.178
2.18560e-04,0.178,0.186
2.18720e-04,0.182,0.178
2.18880e-04,0.182,0.186
2.19040e-04,0.182,0.178
2.19200e-04,0.182,0.186
2.19360e-04,0.182,0.174
2.19520e-04,0.182,0.182
2.19680e-04,0.186,0.178
2.19840e-04,0.186,0.186
2.20000e-04,0.19,0.182
2.20160e-04,0.19,0.19
2.20320e-04,0.186,0.186
2.20480e-04,0.186,0.194
2.20640e-04,0.186,0.186
2.20800e-04,0.182,0.194
2.20960e-04,0.182,0.182
2.21120e-04,0.182,0.19
2.21280e-04,0.186,0.182
2.21440e-04,0.186,0.19
2.21600e-04,0.186,0.182
2.21760e-04,0.186,0.19
2.21920e-04,0.19,0.182
2.22080e-04,0.19,0.19
2.22240e-04,0.19,0.186
2.22400e-04,0.19,0.194
2.22560e-04,0.186,0.186
2.22720e-04,0.186,0.194
2.22880e-04,0.182,0.182
2.23040e-04,0.182,0.19
2.23200e-04,0.182,0.178
2.23360e-04,0.182,0.186
2.23520e-04,0.186,0.178
2.23680e-04,0.186,0.186
2.23840e-04,0.186,0.178
2.24000e-04,0.186,0.19
2.24160e-04,0.19,0.182
2.24320e-04,0.19,0.19
2.24480e-04,0.186,0.186
2.24640e-04,0.186,0.19
2.24800e-04,0.19,0.186
2.24960e-04,0.186,0.19
2.25120e-04,0.186,0.182
2.25280e-04,0.186,0.19
2.25440e-04,0.186,0.182
2.25600e-04,0.186,0.19
2.25760e-04,0.19,0.182
2.25920e-04,0.19,0.19
2.26080e-04,0.186,0.182
2.26240e-04,0.19,0.19
2.26400e-04,0.186,0.186
2.26560e-04,0.186,0.194
2.26720e-04,0.182,0.182
2.26880e-04,0.182,0.19
2.27040e-04,0.182,0.178
2.27200e-04,0.182,0.186
2.27360e-04,0.182,0.178
2.27520e-04,0.182,0.186
2.27680e-04,0.182,0.178
2.27840e-04,0.186,0.186
2.28000e-04,0.186,0.182
2.28160e-04,0.186,0.186
2.28320e-04,0.19,0.182
2.28480e-04,0.19,0.19
2.28640e-04,0.19,0.186
2.28800e-04,0.19,0.194
2.28960e-04,0.19,0.186
2.29120e-04,0.19,0.194
2.29280e-04,0.19,0.186
2.29440e-04,0.19,0.194
2.29600e-04,0.19,0.186
2.29760e-04,0.186,0.194
2.29920e-04,0.186,0.186
2.30080e-04,0.186,0.194
2.30240e-04,0.182,0.182
2.30400e-04,0.182,0.19
2.30560e-04,0.182,0.182
2.30720e-04,0.182,0.19
2.30880e-04,0.182,0.178
2.31040e-04,0.182,0.186
2.31200e-04,0.182,0.178
2.31360e-04,0.186,0.186
2.31520e-04,0.182,0.178
2.31680e-04,0.182,0.186
2.31840e-04,0.186,0.182
2.32000e-04,0.182,0.19
2.32160e-04,0.186,0.182
2.32320e-04,0.182,0.19
2.32480e-04,0.182,0.182
2.32640e-04,0.182,0.186
2.32800e-04,0.182,0.178
2.32960e-04,0.182,0.186
2.33120e-04,0.182,0.178
2.33280e-04,0.186,0.186
2.33440e-04,0.186,0.178
2.33600e-04,0.186,0.186
2.33760e-04,0.186,0.182
2.33920e-04,0.186,0.19
2.34080e-04,0.186,0.186
2.34240e-04,0.186,0.19
2.34400e-04,0.186,0.182
2.34560e-04,0.186,0.19
2.34720e-04,0.186,0.182
2.34880e-04,0.182,0.19
2.35040e-04,0.182,0.178
2.35200e-04,0.182,0.186
2.35360e-04,0.186,0.178
2.35520e-04,0.182,0.186
2.35680e-04,0.182,0.178
2.35840e-04,0.186,0.186
2.36000e-04,0.186,0.182
2.36160e-04,0.186,0.19
2.36320e-04,0.19,0.182
2.36480e-04,0.19,0.19
2.36640e-04,0.186,0.186
2.36800e-04,0.186,0.194
2.36960e-04,0.186,0.186
2.37120e-04,0.186,0.19
2.37280e-04,0.182,0.182
2.37440e-04,0.186,0.19
2.37600e-04,0.186,0.182
2.37760e-04,0.186,0.19
2.37920e-04,0.186,0.182
2.38080e-04,0.186,0.19
2.38240e-04,0.186,0.182
2.38400e-04,0.186,0.19
2.38560e-04,0.186,0.182
2.38720e-04,0.182,0.19
2.38880e-04,0.182,0.178
2.39040e-04,0.182,0.19
2.39200e-04,0.178,0.174
2.39360e-04,0.182,0.186
2.39520e-04,0.182,0.178
2.39680e-04,0.186,0.186
2.39840e-04,0.186,0.178
2.40000e-04,0.186,0.186
2.40160e-04,0.186,0.182
2.40320e-04,0.186,0.19
2.40480e-04,0.186,0.182
2.40640e-04,0.182,0.19
2.40800e-04,0.186,0.182
2.40960e-04,0.186,0.19
2.41120e-04,0.186,0.182
2.41280e-04,0.186,0.19
2.41440e-04,0.186,0.182
2.41600e-04,0.186,0.19
2.41760e-04,0.186,0.182
2.41920e-04,0.19,0.19
2.42080e-04,0.186,0.186
2.42240e-04,0.186,0.19
2.42400e-04,0.182,0.182
2.42560e-04,0.182,0.19
2.42720e-04,0.178,0.178
2.42880e-04,0.174,0.186
2.43040e-04,0.174,0.17
2.43200e-04,0.174,0.182
2.43360e-04,0.174,0.17
2.43520e-04,0.174,0.178
2.43680e-04,0.178,0.17
2.43840e-04,0.182,0.178
2.44000e-04,0.182,0.174
2.44160e-04,0.186,0.182
2.44320e-04,0.19,0.178
2.44480e-04,0.19,0.19
2.44640e-04,0.19,0.186
2.44800e-04,0.186,0.194
2.44960e-04,0.186,0.186
2.45120e-04,0.186,0.194
2.45280e-04,0.186,0.182
2.45440e-04,0.186,0.19
2.45600e-04,0.186,0.182
2.45760e-04,0.19,0.19
2.45920e-04,0.194,0.182
2.46080e-04,0.19,0.19
2.46240e-04,0.194,0.186
2.46400e-04,0.19,0.194
2.46560e-04,0.19,0.186
2.46720e-04,0.186,0.194
2.46880e-04,0.186,0.186
2.47040e-04,0.182,0.194
2.47200e-04,0.182,0.182
2.47360e-04,0.178,0.19
2.47520e-04,0.178,0.178
2.47680e-04,0.178,0.186
2.47840e-04,0.178,0.174
2.48000e-04,0.178,0.182
2.48160e-04,0.178,0.174
2.48320e-04,0.182,0.182
2.48480e-04,0.182,0.174
2.48640e-04,0.182,0.182
2.48800e-04,0.182,0.178
2.48960e-04,0.182,0.186
2.49120e-04,0.182,0.178
2.49280e-04,0.186,0.186
2.49440e-04,0.186,0.178
2.49600e-04,0.186,0.186
2.49760e-04,0.186,0.178
2.49920e-04,0.19,0.186
2.50080e-04,0.19,0.182
2.50240e-04,0.19,0.19
2.50400e-04,0.186,0.186
2.50560e-04,0.186,0.194
2.50720e-04,0.19,0.186
2.50880e-04,0.182,0.194
2.51040e-04,0.182,0.182
2.51200e-04,0.182,0.19
2.51360e-04,0.178,0.178
2.51520e-04,0.178,0.186
2.51680e-04,0.178,0.174
2.51840e-04,0.174,0.182
2.52000e-04,0.174,0.174
2.52160e-04,0.174,0.178
2.52320e-04,0.182,0.17
2.52480e-04,0.186,0.182
2.52640e-04,0.186,0.178
2.52800e-04,0.186,0.186
2.52960e-04,0.182,0.178
2.53120e-04,0.182,0.186
2.53280e-04,0.182,0.182
2.53440e-04,0.182,0.186
2.53600e-04,0.182,0.178
2.53760e-04,0.182,0.186
2.53920e-04,0.182,0.178
2.54080e-04,0.182,0.186
2.54240e-04,0.186,0.178
2.54400e-04,0.186,0.186
2.54560e-04,0.186,0.182
2.54720e-04,0.186,0.19
2.54880e-04,0.19,0.182
2.55040e-04,0.19,0.19
2.55200e-04,0.19,0.186
2.55360e-04,0.19,0.194
2.55520e-04,0.19,0.186
2.55680e-04,0.186,0.194
2.55840e-04,0.186,0.186
2.56000e-04,0.186,0.194
2.56160e-04,0.182,0.182
2.56320e-04,0.186,0.19
2.56480e-04,0.182,0.182
2.56640e-04,0.186,0.19
2.56800e-04,0.182,0.182
2.56960e-04,0.182,0.186
2.57120e-04,0.182,0.178
2.57280e-04,0.182,0.186
2.57440e-04,0.182,0.178
2.57600e-04,0.182,0.186
2.57760e-04,0.182,0.178
2.57920e-04,0.182,0.182
2.58080e-04,0.182,0.178
2.58240e-04,0.182,0.186
2.58400e-04,0.178,0.178
2.58560e-04,0.178,0.186
2.58720e-04,0.182,0.178
2.58880e-04,0.182,0.186
2.59040e-04,0.182,0.178
2.59200e-04,0.182,0.182
2.59360e-04,0.186,0.178
2.59520e-04,0.19,0.186
2.59680e-04,0.19,0.182
2.59840e-04,0.19,0.19
2.60000e-04,0.186,0.186
2.60160e-04,0.19,0.19
2.60320e-04,0.186,0.186
2.60480e-04,0.19,0.194
2.60640e-04,0.19,0.186
2.60800e-04,0.19,0.194
2.60960e-04,0.186,0.182
2.61120e-04,0.186,0.19
2.61280e-04,0.186,0.182
2.61440e-04,0.186,0.19
2.61600e-04,0.186,0.182
2.61760e-04,0.186,0.19
2.61920e-04,0.186,0.182
2.62080e-04,0.186,0.19
2.62240e-04,0.186,0.182
2.62400e-04,0.186,0.19
2.62560e-04,0.182,0.182
2.62720e-04,0.182,0.19
2.62880e-04,0.182,0.182
2.63040e-04,0.182,0.19
2.63200e-04,0.182,0.178
2.63360e-04,0.182,0.186
2.63520e-04,0.182,0.178
2.63680e-04,0.186,0.186
2.63840e-04,0.186,0.178
2.64000e-04,0.186,0.186
2.64160e-04,0.186,0.178
2.64320e-04,0.182,0.186
2.64480e-04,0.182,0.182
2.64640e-04,0.182,0.186
2.64800e-04,0.182,0.178
2.64960e-04,0.182,0.186
2.65120e-04,0.182,0.178
2.65280e-04,0.182,0.186
2.65440e-04,0.182,0.178
2.65600e-04,0.182,0.186
2.65760e-04,0.182,0.178
2.65920e-04,0.186,0.186
2.66080e-04,0.186,0.178
2.66240e-04,0.186,0.19
2.66400e-04,0.186,0.182
2.66560e-04,0.19,0.19
2.66720e-04,0.186,0.182
2.66880e-04,0.186,0.19
2.67040e-04,0.186,0.186
2.67200e-04,0.186,0.19
2.67360e-04,0.186,0.182
2.67520e-04,0.19,0.19
2.67680e-04,0.19,0.182
2.67840e-04,0.19,0.19
2.68000e-04,0.19,0.182
2.68160e-04,0.186,0.194
2.68320e-04,0.19,0.186
2.68480e-04,0.186,0.194
2.68640e-04,0.186,0.182
2.68800e-04,0.186,0.19
2.68960e-04,0.186,0.182
2.69120e-04,0.186,0.19
2.69280e-04,0.186,0.182
2.69440e-04,0.182,0.19
2.69600e-04,0.186,0.182
2.69760e-04,0.186,0.19
2.69920e-04,0.182,0.182
2.70080e-04,0.182,0.19
2.70240e-04,0.182,0.178
2.70400e-04,0.178,0.19
2.70560e-04,0.182,0.178
2.70720e-04,0.182,0.186
2.70880e-04,0.182,0.178
2.71040e-04,0.186,0.186
2.71200e-04,0.186,0.178
2.71360e-04,0.182,0.186
2.71520e-04,0.186,0.178
2.71680e-04,0.186,0.19
2.71840e-04,0.19,0.182
2.72000e-04,0.19,0.19
2.72160e-04,0.19,0.186
2.72320e-04,0.186,0.194
2.72480e-04,0.186,0.186
2.72640e-04,0.186,0.194
2.72800e-04,0.182,0.182
2.72960e-04,0.182,0.19
2.73120e-04,0.182,0.178
2.73280e-04,0.182,0.186
2.73440e-04,0.182,0.182
2.73600e-04,0.186,0.186
2.73760e-04,0.186,0.182
2.73920e-04,0.186,0.19
2.74080e-04,0.186,0.182
2.74240e-04,0.182,0.19
2.74400e-04,0.182,0.182
2.74560e-04,0.182,0.19
2.74720e-04,0.182,0.182
2.74880e-04,0.182,0.19
2.75040e-04,0.182,0.178
2.75200e-04,0.182,0.186
2.75360e-04,0.182,0.178
2.75520e-04,0.178,0.186
2.75680e-04,0.182,0.178
2.75840e-04,0.178,0.186
2.76000e-04,0.178,0.178
2.76160e-04,0.178,0.182
2.76320e-04,0.178,0.174
2.76480e-04,0.178,0.182
2.76640e-04,0.178,0.174
2.76800e-04,0.182,0.182
2.76960e-04,0.182,0.174
2.77120e-04,0.19,0.182
2.77280e-04,0.19,0.178
2.77440e-04,0.19,0.19
2.77600e-04,0.19,0.186
2.77760e-04,0.186,0.19
2.77920e-04,0.186,0.186
2.78080e-04,0.186,0.19
2.78240e-04,0.186,0.182
2.78400e-04,0.182,0.19
2.78560e-04,0.182,0.178
2.78720e-04,0.182,0.186
